id_estudiante,programa,exitosos,fallidos,ejercicios_hito1,ejercicios_hito2,ejercicios_hito3,ejercicios_hito4,solemne_1,solemne_2,solemne_3,solemne_4
820,INGENIERIA CIVIL INDUSTRIAL,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 18, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
821,INGENIERIA CIVIL INDUSTRIAL,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
822,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 23, 0, 10]",-1,-1,-1,3.4,1.0,1.0,1.0
823,INGENIERIA CIVIL INDUSTRIAL,2,14,"[25, 4]",-1,-1,-1,3.4,1.0,1.0,1.0
824,INGENIERIA CIVIL INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 42, 32, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
825,INGENIERIA CIVIL INFORMATICA,8,8,"[25, 17, 4, 26, 29, 0, 22, 18]",-1,-1,-1,3.4,1.0,1.0,1.0
826,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 22, 10, 18, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
827,INGENIERIA CIVIL INFORMATICA,15,1,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 18, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
828,INGENIERIA CIVIL INDUSTRIAL,5,26,"[25, 17, 4, 29, 22]",-1,-1,-1,3.4,1.0,1.0,1.0
829,INGENIERIA EN COMPUTACION E INFORMATICA,8,8,"[25, 17, 4, 26, 23, 0, 22, 32]",-1,-1,-1,3.4,1.0,1.0,1.0
830,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,3.4,1.0,1.0,1.0
831,BACHILLERATO EN CIENCIAS,0,16,-1,-1,-1,-1,3.4,1.0,1.0,1.0
832,INGENIERIA INDUSTRIAL,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,3.4,1.0,1.0,1.0
833,INGENIERIA CIVIL INDUSTRIAL,8,23,"[25, 17, 4, 26, 29, 0, 22, 10]",-1,-1,-1,3.4,1.0,1.0,1.0
834,INGENIERIA CIVIL INDUSTRIAL,7,24,"[25, 17, 4, 26, 29, 22, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
835,INGENIERIA CIVIL INDUSTRIAL,3,13,"[25, 17, 4]",-1,-1,-1,3.4,1.0,1.0,1.0
836,INGENIERIA CIVIL INFORMATICA,4,27,"[25, 17, 4, 32]",-1,-1,-1,3.4,1.0,1.0,1.0
837,INGENIERIA EN COMPUTACION E INFORMATICA,26,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]","[6, 1, 44, 11, 37, 28, 12, 21, 38, 9]",-1,-1,3.4,0.0,1.0,1.0
838,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
839,INGENIERIA EN COMPUTACION E INFORMATICA,12,19,"[25, 17, 4, 29, 23, 0, 22, 42, 32, 13, 18, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
840,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,3.4,1.0,1.0,1.0
841,INGENIERIA CIVIL INDUSTRIAL,4,12,"[25, 26, 22, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
842,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,3.4,1.0,1.0,1.0
843,INGENIERIA CIVIL INDUSTRIAL,7,24,"[25, 17, 4, 29, 23, 22, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
844,INGENIERIA CIVIL INFORMATICA,12,19,"[25, 4, 29, 0, 22, 10, 42, 7, 32, 13, 18, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
845,INGENIERIA CIVIL INDUSTRIAL,4,12,"[25, 26, 22, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
846,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 26, 23]",-1,-1,-1,3.4,1.0,1.0,1.0
847,INGENIERIA CIVIL INDUSTRIAL,5,26,"[25, 17, 4, 26, 23]",-1,-1,-1,3.4,1.0,1.0,1.0
848,INGENIERIA CIVIL INDUSTRIAL,10,21,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",-1,-1,-1,3.4,1.0,1.0,1.0
849,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 22, 10, 3]",-1,-1,-1,3.4,1.0,1.0,1.0
850,INGENIERIA EN COMPUTACION E INFORMATICA,3,13,"[25, 17, 29]",-1,-1,-1,3.4,1.0,1.0,1.0
851,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,3.4,1.0,1.0,1.0
852,INGENIERIA CIVIL INFORMATICA,5,11,"[25, 17, 4, 26, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
853,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 22]",-1,-1,-1,3.4,1.0,1.0,1.0
854,INGENIERIA CIVIL INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 23, 22, 10, 3]",-1,-1,-1,3.4,1.0,1.0,1.0
855,INGENIERIA CIVIL INFORMATICA,8,8,"[17, 4, 26, 29, 0, 22, 10, 18]",-1,-1,-1,3.4,1.0,1.0,1.0
856,INGENIERIA INDUSTRIAL,12,19,"[25, 17, 4, 26, 0, 22, 10, 3, 42, 32, 13, 35]",-1,-1,-1,3.4,1.0,1.0,1.0
857,INGENIERIA EN COMPUTACION E INFORMATICA,6,10,"[25, 17, 4, 26, 0, 10]",-1,-1,-1,3.4,1.0,1.0,1.0
858,INGENIERIA CIVIL INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,3.4,1.0,1.0,1.0
859,INGENIERIA INDUSTRIAL,0,0,-1,-1,-1,-1,3.4,1.0,1.0,1.0
860,INGENIERIA CIVIL INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,3.4,1.0,1.0,1.0
861,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,3.4,1.0,1.0,1.0
862,INGENIERIA INDUSTRIAL,12,19,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 35]",-1,-1,-1,3.5,1.0,1.0,1.0
863,INGENIERIA EN COMPUTACION E INFORMATICA,10,21,"[25, 17, 4, 26, 29, 23, 22, 10, 3, 42]",-1,-1,-1,3.5,1.0,1.0,1.0
864,INGENIERIA INDUSTRIAL,14,2,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 18, 35]",-1,-1,-1,3.5,1.0,1.0,1.0
865,INGENIERIA EN COMPUTACION E INFORMATICA,8,8,"[25, 17, 4, 29, 23, 22, 42, 32]",-1,-1,-1,3.5,1.0,1.0,1.0
866,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 23, 0, 3, 35]",-1,-1,-1,3.5,1.0,1.0,1.0
867,INGENIERIA EN COMPUTACION E INFORMATICA,8,8,"[25, 17, 4, 23, 0, 10, 32, 13]",-1,-1,-1,3.5,1.0,1.0,1.0
868,INGENIERIA EN COMPUTACION E INFORMATICA,6,10,"[17, 4, 26, 10, 42, 18]",-1,-1,-1,3.5,1.0,1.0,1.0
869,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,3.5,1.0,1.0,1.0
870,INGENIERIA CIVIL INFORMATICA,2,14,"[17, 4]",-1,-1,-1,3.5,1.0,1.0,1.0
871,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,3.5,1.0,1.0,1.0
872,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,3.6,1.0,1.0,1.0
873,INGENIERIA CIVIL INFORMATICA,0,0,-1,-1,-1,-1,3.6,1.0,1.0,1.0
874,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 23, 22, 10, 3]",-1,-1,-1,3.6,1.0,1.0,1.0
875,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,3.6,1.0,1.0,1.0
876,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,3.6,1.0,1.0,1.0
877,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 0]",-1,-1,-1,3.6,1.0,1.0,1.0
878,INGENIERIA CIVIL INDUSTRIAL,3,13,"[25, 17, 4]",-1,-1,-1,3.6,1.0,1.0,1.0
879,INGENIERIA CIVIL INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,3.6,1.0,1.0,1.0
880,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,3.6,1.0,1.0,1.0
881,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 23, 0]",-1,-1,-1,3.6,1.0,1.0,1.0
882,INGENIERIA EN COMPUTACION E INFORMATICA,14,2,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,3.6,1.0,1.0,1.0
883,INGENIERIA EN COMPUTACION E INFORMATICA,3,28,"[25, 17, 4]",-1,-1,-1,3.7,1.0,1.0,1.0
884,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,3.7,1.0,1.0,1.0
885,INGENIERIA CIVIL INDUSTRIAL,12,4,"[25, 17, 4, 29, 23, 0, 22, 10, 3, 7, 18, 35]",-1,-1,-1,3.7,1.0,1.0,1.0
886,INGENIERIA CIVIL INDUSTRIAL,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 18, 35]",-1,-1,-1,3.7,1.0,1.0,1.0
887,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 23, 22, 10, 3]",-1,-1,-1,3.7,1.0,1.0,1.0
888,INGENIERIA CIVIL INFORMATICA,0,0,-1,-1,-1,-1,3.7,1.0,1.0,1.0
889,INGENIERIA CIVIL INDUSTRIAL,7,9,"[17, 4, 26, 29, 23, 0, 22]",-1,-1,-1,3.7,1.0,1.0,1.0
890,INGENIERIA CIVIL INFORMATICA,3,28,"[25, 29, 22]",-1,-1,-1,3.7,1.0,1.0,1.0
891,INGENIERIA EN COMPUTACION E INFORMATICA,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,3.7,1.0,1.0,1.0
892,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,3.7,1.0,1.0,1.0
893,INGENIERIA EN COMPUTACION E INFORMATICA,13,18,"[25, 17, 4, 26, 29, 23, 0, 22, 7, 32, 13, 18, 35]",-1,-1,-1,3.7,1.0,1.0,1.0
894,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 22]",-1,-1,-1,3.7,1.0,1.0,1.0
895,INGENIERIA CIVIL INFORMATICA,13,3,"[25, 17, 4, 26, 23, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,3.7,1.0,1.0,1.0
896,INGENIERIA EN COMPUTACION E INFORMATICA,9,22,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,3.7,1.0,1.0,1.0
897,INGENIERIA EN COMPUTACION E INFORMATICA,12,19,"[25, 17, 4, 26, 29, 23, 10, 3, 42, 32, 18, 35]",-1,-1,-1,3.7,1.0,1.0,1.0
898,INGENIERIA CIVIL INDUSTRIAL,14,2,"[25, 17, 4, 26, 29, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,3.7,1.0,1.0,1.0
899,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,3.7,1.0,1.0,1.0
900,INGENIERIA EN COMPUTACION E INFORMATICA,12,19,"[25, 17, 4, 26, 23, 0, 22, 10, 7, 32, 13, 18]",-1,-1,-1,3.7,1.0,1.0,1.0
901,INGENIERIA EN COMPUTACION E INFORMATICA,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 32, 13, 18]",-1,-1,-1,3.7,1.0,1.0,1.0
902,INGENIERIA EN COMPUTACION E INFORMATICA,6,25,"[25, 17, 23, 0, 32, 13]",-1,-1,-1,3.7,1.0,1.0,1.0
903,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,3.7,1.0,1.0,1.0
904,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7]",-1,-1,-1,3.7,1.0,1.0,1.0
905,INGENIERIA CIVIL INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,3.7,1.0,1.0,1.0
906,INGENIERIA CIVIL INDUSTRIAL,4,12,"[25, 17, 4, 23]",-1,-1,-1,3.7,1.0,1.0,1.0
907,INGENIERIA INDUSTRIAL,10,21,"[17, 4, 26, 23, 0, 10, 32, 13, 18, 35]",-1,-1,-1,3.7,1.0,1.0,1.0
908,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,3.7,1.0,1.0,1.0
909,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 29, 22, 10, 32, 13, 18]",-1,-1,-1,3.8,1.0,1.0,1.0
910,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 23, 22, 10, 32, 13, 18]",-1,-1,-1,3.8,1.0,1.0,1.0
911,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 26, 23]",-1,-1,-1,3.8,1.0,1.0,1.0
912,INGENIERIA CIVIL INFORMATICA,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,3.8,1.0,1.0,1.0
913,INGENIERIA CIVIL INFORMATICA,10,21,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 18]",-1,-1,-1,3.8,1.0,1.0,1.0
914,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 32]",-1,-1,-1,3.8,1.0,1.0,1.0
915,INGENIERIA EN COMPUTACION E INFORMATICA,6,25,"[25, 17, 4, 26, 29, 10]",-1,-1,-1,3.8,1.0,1.0,1.0
916,INGENIERIA INDUSTRIAL,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 35]",-1,-1,-1,3.9,1.0,1.0,1.0
917,INGENIERIA EN COMPUTACION E INFORMATICA,0,16,-1,-1,-1,-1,3.9,1.0,1.0,1.0
918,INGENIERIA CIVIL INFORMATICA,11,20,"[25, 17, 4, 29, 23, 0, 22, 10, 3, 42, 18]",-1,-1,-1,3.9,1.0,1.0,1.0
919,INGENIERIA CIVIL INFORMATICA,6,10,"[25, 17, 4, 26, 29, 23]",-1,-1,-1,3.9,1.0,1.0,1.0
920,INGENIERIA EN COMPUTACION E INFORMATICA,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13]",-1,-1,-1,3.9,1.0,1.0,1.0
921,INGENIERIA EN COMPUTACION E INFORMATICA,14,2,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18, 35]",-1,-1,-1,3.9,1.0,1.0,1.0
922,INGENIERIA CIVIL INDUSTRIAL,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",-1,-1,-1,4.0,1.0,1.0,1.0
923,INGENIERIA CIVIL INDUSTRIAL,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.0,1.0,1.0,1.0
924,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 26, 0]",-1,-1,-1,4.0,1.0,1.0,1.0
925,INGENIERIA CIVIL INDUSTRIAL,1,15,[25],-1,-1,-1,4.0,1.0,1.0,1.0
926,INGENIERIA CIVIL INDUSTRIAL,3,13,"[25, 17, 4]",-1,-1,-1,4.0,1.0,1.0,1.0
927,INGENIERIA EN COMPUTACION E INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 7, 32, 13, 18, 35]",-1,-1,-1,4.0,1.0,1.0,1.0
928,INGENIERIA EN COMPUTACION E INFORMATICA,3,13,"[25, 17, 4]",-1,-1,-1,4.0,1.0,1.0,1.0
929,INGENIERIA CIVIL INFORMATICA,0,16,-1,-1,-1,-1,4.0,1.0,1.0,1.0
930,INGENIERIA INDUSTRIAL,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 13]",-1,-1,-1,4.0,1.0,1.0,1.0
931,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.0,1.0,1.0,1.0
932,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 29, 23, 22, 35]",-1,-1,-1,4.0,1.0,1.0,1.0
933,INGENIERIA CIVIL INFORMATICA,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.0,1.0,1.0,1.0
934,INGENIERIA CIVIL INFORMATICA,15,16,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 7, 32, 13, 18, 35]",-1,-1,-1,4.0,1.0,1.0,1.0
935,INGENIERIA CIVIL INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 18]",-1,-1,-1,4.0,1.0,1.0,1.0
936,INGENIERIA CIVIL INDUSTRIAL,10,21,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",-1,-1,-1,4.0,1.0,1.0,1.0
937,INGENIERIA CIVIL INFORMATICA,0,16,-1,-1,-1,-1,4.0,1.0,1.0,1.0
938,INGENIERIA INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.0,1.0,1.0,1.0
939,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 22, 10, 32, 13, 18]",-1,-1,-1,4.0,1.0,1.0,1.0
940,INGENIERIA CIVIL INFORMATICA,7,24,"[17, 4, 23, 22, 3, 42, 18]",-1,-1,-1,4.0,1.0,1.0,1.0
941,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 23, 22, 35]",-1,-1,-1,4.0,1.0,1.0,1.0
942,INGENIERIA EN COMPUTACION E INFORMATICA,5,26,"[25, 17, 4, 26, 29]",-1,-1,-1,4.0,1.0,1.0,1.0
943,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 23, 22, 10]",-1,-1,-1,4.0,1.0,1.0,1.0
944,INGENIERIA CIVIL INFORMATICA,9,7,"[25, 17, 4, 26, 29, 0, 10, 7, 32]",-1,-1,-1,4.0,1.0,1.0,1.0
945,INGENIERIA EN COMPUTACION E INFORMATICA,8,8,"[25, 17, 4, 26, 29, 23, 0, 22]",-1,-1,-1,4.0,1.0,1.0,1.0
946,INGENIERIA EN COMPUTACION E INFORMATICA,0,0,-1,-1,-1,-1,4.0,1.0,1.0,1.0
947,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 29, 23, 22, 35]",-1,-1,-1,4.0,1.0,1.0,1.0
948,INGENIERIA CIVIL INFORMATICA,7,9,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,4.0,1.0,1.0,1.0
949,INGENIERIA EN COMPUTACION E INFORMATICA,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 18]",-1,-1,-1,4.0,1.0,1.0,1.0
950,INGENIERIA CIVIL INFORMATICA,10,21,"[17, 4, 26, 29, 0, 22, 10, 42, 32, 13]",-1,-1,-1,4.0,1.0,1.0,1.0
951,INGENIERIA EN COMPUTACION E INFORMATICA,4,12,"[25, 17, 4, 26]",-1,-1,-1,4.0,1.0,1.0,1.0
952,INGENIERIA CIVIL INDUSTRIAL,0,16,-1,-1,-1,-1,4.0,1.0,1.0,1.0
953,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,4.0,1.0,1.0,1.0
954,INGENIERIA CIVIL INDUSTRIAL,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,4.0,1.0,1.0,1.0
955,INGENIERIA EN COMPUTACION E INFORMATICA,10,6,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 32]",-1,-1,-1,4.1,1.0,1.0,1.0
956,INGENIERIA CIVIL INFORMATICA,0,16,-1,-1,-1,-1,4.1,1.0,1.0,1.0
957,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 29, 22, 10]",-1,-1,-1,4.1,1.0,1.0,1.0
958,INGENIERIA CIVIL INDUSTRIAL,6,10,"[25, 17, 4, 26, 29, 22]",-1,-1,-1,4.1,1.0,1.0,1.0
959,INGENIERIA EN COMPUTACION E INFORMATICA,6,10,"[25, 17, 4, 29, 22, 35]",-1,-1,-1,4.1,1.0,1.0,1.0
960,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 23, 0, 22, 35]",-1,-1,-1,4.1,1.0,1.0,1.0
961,INGENIERIA CIVIL INDUSTRIAL,0,0,-1,-1,-1,-1,4.2,1.0,1.0,1.0
962,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 23, 22]",-1,-1,-1,4.2,1.0,1.0,1.0
963,INGENIERIA CIVIL INDUSTRIAL,7,9,"[25, 17, 4, 26, 29, 22, 10]",-1,-1,-1,4.2,1.0,1.0,1.0
964,INGENIERIA EN COMPUTACION E INFORMATICA,5,11,"[25, 17, 23, 22, 42]",-1,-1,-1,4.2,1.0,1.0,1.0
965,INGENIERIA EN COMPUTACION E INFORMATICA,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.2,1.0,1.0,1.0
966,INGENIERIA INDUSTRIAL,16,0,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.2,1.0,1.0,1.0
967,INGENIERIA CIVIL INDUSTRIAL,8,8,"[25, 17, 4, 26, 29, 0, 22, 10]",-1,-1,-1,4.2,1.0,1.0,1.0
968,INGENIERIA CIVIL INDUSTRIAL,12,19,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32]",-1,-1,-1,4.2,1.0,1.0,1.0
969,INGENIERIA CIVIL INFORMATICA,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42]",-1,-1,-1,4.2,1.0,1.0,1.0
970,INGENIERIA EN COMPUTACION E INFORMATICA,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 18]",-1,-1,-1,4.2,1.0,1.0,1.0
971,INGENIERIA EN COMPUTACION E INFORMATICA,16,0,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.2,1.0,1.0,1.0
972,INGENIERIA INDUSTRIAL,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 18]",-1,-1,-1,4.2,1.0,1.0,1.0
973,INGENIERIA CIVIL INDUSTRIAL,5,11,"[25, 17, 4, 0, 3]",-1,-1,-1,4.2,1.0,1.0,1.0
974,INGENIERIA EN COMPUTACION E INFORMATICA,14,17,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32, 13, 35]",-1,-1,-1,4.3,1.0,1.0,1.0
975,INGENIERIA CIVIL INDUSTRIAL,11,20,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 7]",-1,-1,-1,4.3,1.0,1.0,1.0
976,INGENIERIA EN COMPUTACION E INFORMATICA,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 3, 42, 32, 13, 18]",-1,-1,-1,4.3,1.0,1.0,1.0
977,INGENIERIA CIVIL INDUSTRIAL,3,13,"[25, 17, 4]",-1,-1,-1,4.3,1.0,1.0,1.0
978,INGENIERIA CIVIL INDUSTRIAL,10,21,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3]",-1,-1,-1,4.3,1.0,1.0,1.0
979,INGENIERIA CIVIL INDUSTRIAL,7,24,"[17, 26, 29, 23, 22, 3, 42]",-1,-1,-1,4.3,1.0,1.0,1.0
980,INGENIERIA EN COMPUTACION E INFORMATICA,12,4,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7]",-1,-1,-1,4.3,1.0,1.0,1.0
981,INGENIERIA EN COMPUTACION E INFORMATICA,7,40,"[25, 25, 17, 4, 4, 29, 22]",-1,-1,-1,4.3,1.0,1.0,1.0
982,INGENIERIA CIVIL INDUSTRIAL,7,24,"[25, 17, 4, 26, 23, 22, 3]",-1,-1,-1,4.3,1.0,1.0,1.0
983,INGENIERIA EN COMPUTACION E INFORMATICA,7,9,"[25, 17, 4, 26, 29, 0, 22]",-1,-1,-1,4.3,1.0,1.0,1.0
984,INGENIERIA EN COMPUTACION E INFORMATICA,9,7,"[25, 17, 4, 26, 29, 23, 0, 22, 10]",-1,-1,-1,4.3,1.0,1.0,1.0
985,INGENIERIA EN COMPUTACION E INFORMATICA,16,15,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 7, 32, 13, 18, 35]",-1,-1,-1,4.3,1.0,1.0,1.0
986,INGENIERIA CIVIL INDUSTRIAL,11,5,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 18]",-1,-1,-1,4.3,1.0,1.0,1.0
987,INGENIERIA EN COMPUTACION E INFORMATICA,13,18,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 13, 18]",-1,-1,-1,4.3,1.0,1.0,1.0
988,INGENIERIA CIVIL INDUSTRIAL,13,3,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 7, 32, 18, 35]",-1,-1,-1,4.4,1.0,1.0,1.0
989,INGENIERIA CIVIL INFORMATICA,7,9,"[17, 4, 29, 23, 0, 22, 10]",-1,-1,-1,4.4,1.0,1.0,1.0
990,INGENIERIA CIVIL INFORMATICA,28,35,"[25, 25, 17, 17, 4, 4, 26, 26, 29, 23, 23, 0, 0, 22, 22, 10, 10, 3, 3, 42, 42, 32, 18]","[6, 1, 44, 28, 38]",-1,-1,4.4,0.0,1.0,1.0
991,INGENIERIA CIVIL INDUSTRIAL,10,21,"[25, 17, 4, 26, 29, 0, 22, 10, 3, 18]",-1,-1,-1,4.4,1.0,1.0,1.0
992,INGENIERIA CIVIL INFORMATICA,12,19,"[25, 17, 4, 26, 29, 23, 0, 22, 10, 3, 42, 32]",-1,-1,-1,4.4,1.0,1.0,1.0
993,INGENIERIA CIVIL INFORMATICA,8,23,"[25, 17, 4, 26, 22, 10, 7, 18]",-1,-1,-1,4.4,1.0,1.0,1.0
994,INGENIERIA EN COMPUTACION E INFORMATICA,4,12,"[17, 4, 29, 10]",-1,-1,-1,4.4,1.0,1.0,1.0
